person_id,image_name,top_left_R_mean,top_left_R_var,top_left_G_mean,top_left_G_var,top_left_B_mean,top_left_B_var,top_right_R_mean,top_right_R_var,top_right_G_mean,top_right_G_var,top_right_B_mean,top_right_B_var,bottom_left_R_mean,bottom_left_R_var,bottom_left_G_mean,bottom_left_G_var,bottom_left_B_mean,bottom_left_B_var,bottom_right_R_mean,bottom_right_R_var,bottom_right_G_mean,bottom_right_G_var,bottom_right_B_mean,bottom_right_B_var
AM,page_1.jpg.jpeg,170.43347101984799,555.3487530016412,162.79787531672298,593.1816250254169,153.55260636613176,601.3101311133167,176.13488637563344,221.47736164645394,167.8787518475507,211.9202466262371,157.48917797191723,224.57230423083655,158.6882568359375,658.7934405398208,149.64631743559966,644.8883766282254,132.0031857052365,570.6032639750152,164.87671030405406,236.62756253094113,155.56528254328546,254.05469617096108,138.9259495090794,306.37321096630626
AM,page_2.jpg.jpeg,156.3552708579855,850.0989171248226,147.47603874224342,912.0509015075903,134.9333979123324,723.6834303996051,168.93994998139112,174.6327011435218,160.0187988322123,167.2299221569904,147.3273301987995,173.36067252499328,151.457576304044,786.1883420502409,143.18363464226138,762.9009753239644,127.09851095210186,629.0676816434408,170.17926716663288,150.22635418287442,162.53191193645216,148.1776801396737,150.33871070487515,178.45287248586123
AM,page_3.jpg.jpeg,174.17318538050245,356.8719068184869,166.4440227193657,390.8538519593462,157.7159301069362,384.77050343706907,168.16068483180788,486.12167215345545,159.52573007504998,573.6938891926981,149.467314923495,527.5184284158082,158.42553376547278,320.9086174181633,149.2503793809053,333.76144165228715,131.5516244140482,324.7678157665745,157.9201732775866,413.69553799002057,148.85269632799935,443.52484639607013,132.21312034010614,428.8171525509042
AM,page_4.jpg.jpeg,165.9067451898946,859.5492021517357,157.25984808432324,889.2662705072881,144.91686464781662,763.2000425035135,183.30840287769783,200.56880802641302,174.54111360214154,194.4518017245883,161.96410975405723,203.00288053672435,157.04809971557637,930.1486122999113,149.48094696335954,912.7846759645621,135.2034083988623,757.4723416034964,173.2034726451397,199.30421641655974,165.82953856449723,199.5947809448487,152.8552190061904,228.05587232697354
AM,page_5.jpg.jpeg,170.23692403170577,191.0860075093325,162.36750433214604,192.2964598301277,152.86301742472384,189.546747123629,163.66157511451502,393.40375820393353,155.38520308163714,429.5499329934723,145.35998869295918,394.91080738568115,161.64597283724999,246.90506939772993,152.5164561904985,251.15700409363265,135.0566700249135,260.2915191846897,160.9641613220355,480.1950695363864,153.04610739197602,477.45674619616636,138.68025373343946,461.98666577835456
AN,page_1.jpg.jpeg,171.04602579276633,609.1456090039308,161.09282629079115,502.32190574465335,146.47111148685,393.4957707384046,161.54799560385507,1110.3692667372727,154.0033547504496,1045.469662262719,143.94804940283137,905.094084725229,157.4568439983399,625.1416801452532,148.72067802081253,587.7210561952212,132.5032948030189,490.5379627674036,155.34032924973485,720.5233232111451,147.8633213950843,716.7483401864972,132.4228845473969,634.4131864286062
AN,page_2.jpg.jpeg,184.56686722578053,908.5412359918608,179.2127492942975,806.173939655516,170.34345918502856,664.3894358747084,190.59635034696447,791.8099126615116,183.29818027527577,696.5738786773151,170.2873058023548,554.8521804785431,167.64584291011616,913.8786486344505,161.95591785589028,901.2080734835052,150.0845080853585,836.639613003349,179.19908473823972,722.286375826012,173.0401995821631,672.9620609242188,161.50572208659955,581.0316419554649
AN,page_3.jpg.jpeg,170.0545540388101,971.4338991499533,162.93763958071918,892.5787537373933,156.88094731105113,812.2864665322886,167.84980946345237,1037.445432092925,162.04133873846382,955.7127984139221,156.65586611349127,774.1683706832148,152.45598685210518,637.334726216172,143.61677369914375,659.7713375567324,129.02412030703755,618.1457138737566,159.47016339050484,597.27972018807,151.8785985265497,637.6322498657902,138.57008379584286,643.7722985002937
AN,page_4.jpg.jpeg,165.0549928320553,1059.856906623705,159.47959563659003,936.4656407585406,152.23622703058,817.3192941473703,180.11151765552574,508.91295866046136,172.1144214931578,378.047341631781,158.98727456669147,292.5196719496852,151.9570575056012,1000.2677530546191,146.031499731991,941.7145666845139,135.88775501022548,817.0577723800393,165.21459807007824,635.6502857786818,158.06583187545874,563.1718444717708,145.7205656082133,490.9423088835287
AN,page_5.jpg.jpeg,171.59498712804003,487.8798978873695,163.7556667212299,417.1493602317278,151.9170035532231,344.18431517181523,170.05483273065775,525.072601462217,164.66222224426798,438.86640892994785,158.2787130685529,329.8296549678652,150.72965907907204,620.9084370421534,144.1387832070939,544.9886996647466,130.2050733875328,370.46002905544066,155.349259180262,639.2874157958471,148.71649611526396,608.7130260430382,136.8801394834351,517.6140132761134
B,page_1.jpg,186.24274050719137,578.1711766938982,189.78039790973318,772.8988346327385,203.02706983126058,1088.729077368063,195.83177447552447,291.1944808644456,202.43145881895882,294.42223003967945,218.95587606837606,312.19902918588417,181.45233889959323,539.3480719317012,181.7449738230085,609.9900938963779,192.08966106148188,691.8010269885248,190.074341977467,487.9516241056622,193.57422785547786,511.7081168765978,206.34171522921523,529.5974886663804
B,page_2.jpg,179.47398890086637,309.177508434899,186.08955663352896,311.70096671363495,204.32763903860743,239.42907418790867,179.13411536311733,211.09621087749662,186.5374545853795,210.88380795772312,206.3132685551164,194.16005491122945,158.6596798019723,600.1495682369948,159.64849333253483,768.5183188362732,173.30264103485447,826.722153563123,169.98571934762646,356.8777180695953,174.53133359284544,416.78075853414236,191.41253942587934,417.8720817534961
B,page_3.jpg,181.9134566822067,624.5519702386053,187.0838141025641,790.4005315287677,206.22739656177157,900.8824521284808,191.89404602648364,371.3219907624175,199.83339392000622,387.11583040534595,220.57532619864674,314.4032617710058,177.3926014957265,659.2960656001299,179.233682983683,776.6339023641472,195.42499271561772,706.724055336971,187.85888152154948,349.95247743994605,190.63193596231025,364.9547811955346,206.56653870761357,248.321577369772
B,page_4.jpg,180.07349482349483,274.36871913504007,182.64758027258029,275.8732094581345,189.24700487200488,267.8530013822187,179.75421224695083,250.2518919137089,183.06620667253446,262.1642689670522,191.76845477597553,303.51837484309704,164.91555629055628,739.8459452380114,164.68099655599656,900.345413874891,171.0878772128772,999.2258372040164,165.01858051469048,533.5884813079166,166.36927102980007,610.0211449839215,175.83629081269123,598.6252986146192
B,page_5.jpg,180.91831190694828,414.8992374855117,186.03149869911235,565.8806079237816,204.558104721457,721.5140901713107,184.8881595309152,210.28594260096557,191.42690398301193,222.04755336042416,210.1021148989899,258.7547097145301,180.01716023875116,559.364786257764,183.8624956955923,697.8876319181212,201.05175332874197,715.8457777453974,173.89153370829507,428.004548768798,176.47996537343127,453.4714956140443,189.46771455081114,390.90155846856464
C,page_1.jpg,188.60825691312814,650.3279518590987,191.36597964145557,701.437974602735,198.62037569484377,693.2856645501964,189.9702891526832,767.3802197467008,193.92263497778168,806.5264659681827,201.1141907627236,809.0925685463461,185.05662157117925,651.5303482686336,188.7558916699454,678.648856690826,198.88457018048283,673.4607914496387,185.51799493951333,754.5431541967292,189.75492390387592,796.5144640732511,199.2598824255089,794.9917544191375
C,page_2.jpg,185.93014963387455,735.5334632801672,188.7778069616895,779.0634419909649,195.72672981003927,820.5990446173296,188.5011731432294,710.8064551485827,192.76968788564105,728.2552732004676,200.64491099470894,735.9697440944514,183.36099968163006,879.5852156832218,187.00479146768546,918.7114436660547,196.98502069404648,927.6505290959317,184.2758581423555,817.2823624222599,188.8703133854848,846.5261904546763,197.98951850812196,847.660282386579
C,page_3.jpg,179.47553086114036,600.671288836307,181.46165572958583,617.9172187117467,185.49548587465694,608.6357541949914,181.07742656449554,636.4996492584497,184.08464137107075,664.3967105138688,188.0319413545915,694.5515716214937,181.81602353250273,576.7384056338116,183.97521565879933,600.1752252538295,190.2613946923079,595.6333308568652,176.4610105778477,818.9777136637882,178.54838195440777,894.0997544436832,183.82580748008618,941.6027748341867
C,page_4.jpg,168.73105271838855,616.5197183668681,170.15436416304146,632.831270874292,177.23047285734904,632.9529463199186,159.48664701403465,805.2189536893698,160.98961548750876,851.7533056491621,166.27609632876488,936.5098899883336,165.84284992680864,603.054896869361,166.34050986536914,618.957744349649,173.53088211038494,608.4579354361362,157.7054780425567,710.0516380982235,158.85601874717042,742.0517294762093,163.816163003663,827.4072023330625
C,page_5.jpg,191.70971706784704,677.6087222488353,195.2282741430051,753.0820777340326,201.51621277260796,814.7415161935022,186.60151359827927,655.9879884165758,190.29269345793898,676.4013918438536,196.22966218202913,678.6840550045378,184.77990096495682,822.0918348979287,187.18323599119688,902.4403167756947,195.52766579905196,974.742552912349,182.77595437616387,814.6488788081435,185.96557579989843,836.195678864747,193.0703720162519,835.9069266941754
D,page_1.jpg,185.08703775788246,720.9341962327924,192.53397293522315,782.6193630928952,201.22488494035215,751.7783050179017,160.57588052959787,727.6117741021433,166.24176846551944,801.4604044178362,173.93204697986576,798.4651650434561,169.3179035101779,977.5119889003593,175.8830375747029,1053.8129334883185,184.5265152382479,1028.5162307456349,140.13743759486496,674.2609510772231,143.98589598229796,736.5171739347941,149.63900800980196,751.7640692352193
D,page_2.jpg,192.3162450037238,802.6610271772869,197.09698614924267,793.9075508389667,203.50502602250143,749.1737096400977,172.93857658133192,790.6399590190099,177.2014471716372,826.7774976857592,182.93555687516496,840.8374433711605,166.01485772456252,870.3712003277894,168.82139221484317,892.7127945027586,175.17662910553986,875.9791560739092,148.53365003958828,635.128884389888,149.41608823788158,675.4247174156327,154.27691123427465,716.8834767619808
D,page_3.jpg,191.03544494401086,843.2495092650379,195.69774770953512,875.0026459282057,202.75438793688497,833.5185366927353,173.56883703600204,869.0841096340039,178.2279205355215,909.9672091472752,184.79454105114297,887.81497877381,165.40124703087886,802.2565652925557,167.60677383780114,862.3573387435572,173.6238780963692,857.9250003319329,149.48126648629653,711.3108902221966,151.4158336191311,755.9137447491454,156.68124658630458,752.184894751822
D,page_4.jpg,178.29482492997198,838.7690609870909,184.67415966386554,891.353435918485,193.27260270774977,874.0410589121869,156.87242729306487,669.5971713267421,162.58244546979867,702.295589023406,169.57637723713646,693.6358844520248,153.17018440709617,772.0595876877494,158.42753968253967,817.9901696704608,165.32892857142858,802.1241799444779,147.3697124347502,557.694644277858,151.78263422818793,597.5998158796339,156.36406599552572,614.5421017376282
D,page_5.jpg,195.6448503134964,740.9040264113318,198.8350645181999,762.3745852492025,202.82055808777898,744.7298964251797,179.9568059746207,707.0389187661247,182.83821874130663,770.7646038246138,185.93918811923564,761.8046175942575,174.76587276112215,800.5724896509693,175.95994735828464,824.5949612349511,179.522079561747,822.5371716485456,153.62687509362092,696.2854659127757,154.11423252230853,727.4744945314548,156.75813057713296,694.264098741461
E,page_1.jpg,181.93519212434313,1318.8094781282064,188.4937828429525,1432.8681117205642,195.42730094676392,1387.1664771145709,188.75517837741958,1022.3517139994668,195.7434779716636,1097.8722554720598,202.1320724595907,1054.8873572024388,168.9596395079771,1478.3100526993987,174.99902569723542,1609.2749982203625,184.24845163361786,1520.5715508681367,176.71521794488547,1567.1399551924221,183.5314954440274,1693.118050673823,192.04788033790592,1560.4540022441145
E,page_2.jpg,174.15201383842208,1717.8942010796147,176.65072518654233,1798.4924309984804,178.4057257494959,1573.0856982877585,180.70053941186706,1590.3593166928322,184.3064616833335,1734.2612885570918,186.32623465951545,1605.9382223763212,168.9006438141639,1850.36892649366,172.18565799035815,1962.7845630352008,176.56198323421938,1799.9322633612271,166.82892148333147,1764.9742326887347,170.4840274721338,1933.5843583339674,173.90871554468316,1757.7985188048362
E,page_3.jpg,174.37246460227928,1640.858617369451,181.1974112019237,1780.8184300426853,189.7746620109231,1631.2197752125608,182.31735287722395,1524.9230646988663,188.8620262716959,1634.5258591995455,197.39419311103435,1490.0664861117175,162.72487880997147,1656.8298888278364,169.53524423468016,1809.4345859651246,179.72946036862234,1674.6706324128386,175.52436974789916,1566.1989347853028,182.7876469309185,1695.3832627221504,191.93697862706728,1567.4959912140914
E,page_4.jpg,176.23782930039485,1447.1419671418648,180.7719145489521,1564.060399827466,184.61963956667003,1497.6462482855989,187.843339070568,1093.6781950265722,193.2451635111876,1135.841917734224,197.85535688974386,1035.9622149505885,161.956773756434,1722.703372721933,166.16229509854483,1866.662274808163,172.9616964475321,1738.6178838273615,179.1733256479487,1674.4441343161948,184.63998624720645,1766.2427045109291,191.3042138154901,1565.8929993639647
E,page_5.jpg,183.5126465400975,1388.4712046602442,188.6968703530795,1463.7704725052258,194.44494472686193,1310.7170637861232,194.70377286717155,1080.0434433625037,200.8695438669295,1134.0170465107126,205.9360699012115,1025.2397487483963,168.0316380798895,1089.3503562323153,173.53520432830666,1166.4160497078758,180.53603315298722,1091.7123277198632,182.81436859675378,1179.1599855544782,189.51671923563947,1264.0512261653291,196.23900541038333,1183.7340448263778
F,page_1.jpg,195.96568945760123,1133.895222710286,198.98405271199388,1165.479377082019,202.07348166539342,1085.45121809191,205.2812905844156,1194.4128613787004,208.86815078304048,1227.2631758489222,210.20462423605807,1098.0698100717505,171.07795788770053,2465.891609256057,174.37733002291827,2382.512463535852,182.37156226126814,1730.2095923645343,186.93814457601223,1845.4259771914735,190.74120273109244,1807.2160095542015,195.00115784950344,1407.7241893583916
F,page_2.jpg,189.4114968914395,1862.0102672202709,193.86121199699392,1799.285677427012,197.75401516704244,1356.2808182365673,191.13173737787798,1556.968071238538,194.24114777618365,1505.7878052549947,196.12720912755347,1135.3963395294704,182.29365580378493,1796.9815533837493,185.52445719751316,1761.9984761093415,190.55240828038532,1400.5123623425645,185.54843752135,1601.2361842430905,188.7360961945754,1623.8525492202336,192.14866161098587,1269.0991540808197
F,page_3.jpg,177.00826295074992,2045.7198083325163,179.20858632060418,1928.0817720361877,180.55759387299224,1414.7852043796836,193.74796511009467,1373.2976080813269,195.55728965003723,1392.7916173747772,194.4578066163174,1216.271681052274,184.44274134432533,2018.9213870648102,188.6204782798075,1944.7865372634135,192.43125285512434,1499.610217683719,190.8274814350519,1798.6762833029545,194.51606837425234,1774.322289056337,196.9560687992011,1414.8209492897881
F,page_4.jpg,192.51763895268718,1476.8113252260716,195.5050176983977,1452.3773600533225,196.5407387392256,1182.3148430977024,200.1612663042745,1502.5721803191302,202.02471100799872,1495.4148229552497,202.32225744230277,1193.9153470331205,184.25249804101705,1626.6008371357266,186.8522440487449,1607.1634879659475,189.13049258288524,1266.7371449950072,195.89695024077048,1011.2407532062188,197.04391059794705,1149.2085092927882,197.08411454469427,1054.8650722540606
F,page_5.jpg,190.9200045287576,1871.0936787198505,193.85323051376238,1817.5660977256084,195.89745634780857,1421.3099220761023,210.60517787953503,763.1162837616966,211.94090474513158,794.5905096629941,209.3674759724249,769.8856049964663,181.92610325567352,1720.0904306816346,184.88642882302622,1678.1362134480737,187.87801036582297,1304.3825019136448,195.1729708649927,1413.530884682742,197.89275650379912,1387.7997880188557,198.3331027021587,1118.4426354041857
G,page_1.jpg,171.3903616921221,1271.0650337668255,172.7522766770942,1315.3742155634343,171.0181745690977,1287.4678841240982,186.7706475290846,1111.943942047328,190.49836430922733,1221.037312542574,190.23736940031486,1230.4313799085453,177.4756384305547,1446.1633323762499,178.90980392156862,1503.5427857658021,179.21747326667892,1499.0493215429938,181.49493753705863,1325.9386165436665,184.43997423787033,1461.270073531815,185.43379337136315,1460.2997457792187
G,page_2.jpg,183.6969202226345,1364.6364761637763,186.57863581796354,1457.993920085968,185.76341809451054,1438.6467682795242,199.00309942158682,1067.7326674644141,201.88813489031978,1140.5337548865302,200.56037542289644,1129.4481882689672,172.9817545695321,1329.5858903873545,175.4905928130007,1409.7574243932568,176.01666503177145,1417.5764261100003,187.52308581019958,1259.0620230405282,190.07109614273725,1349.3620294483962,189.93984675582294,1347.193663301457
G,page_3.jpg,181.41327226169437,1396.208196432155,182.01707841935058,1460.4460626633181,180.6666065567858,1444.797118729431,191.04756374652865,1290.6740652167348,192.87190103509215,1402.145134757809,191.8431468724829,1402.6011169122114,171.17265962178863,1198.6689588068414,172.9702119474399,1257.524251826299,173.68186484894386,1274.5555553927536,178.06708503143747,1116.0425367825294,180.55600437599932,1231.6466014307885,180.4063788605571,1240.6874427498658
G,page_4.jpg,183.2798452714419,1379.0917413125937,185.4982793117247,1490.9050279404814,185.6972411186697,1437.3042709889028,184.61610421946557,1047.5766780957588,186.26006847183316,1115.9570987281381,185.89329287270465,1067.7798700915853,176.18542305811212,1375.701781643751,178.61983015428393,1471.9658128029519,180.87419856831622,1458.1697904685961,171.71953448045886,1083.824564827087,174.33446489706995,1175.139689410655,175.2897781334756,1125.7299630960335
G,page_5.jpg,195.84810485388186,1055.654186111168,199.73011413520632,1122.6099359834614,199.55277060077762,1089.9167800448297,198.59353066599775,761.7424134343098,201.92453530665998,811.7733945068745,201.31647309670137,781.7748278469182,183.6867076382792,1563.5639625329868,186.4283055311677,1655.4138452286124,188.84420418913834,1641.7997286687043,189.5020318575191,1326.6719148481009,192.6113708767089,1403.9697776390715,194.0558459801831,1383.4315156175674
H,page_1.jpg,184.08622753231455,1339.4394301169905,183.81428045561154,1371.854701675386,186.6252184979123,1208.4820333303783,188.144203363448,1184.9094080592733,188.5564834194003,1233.5349113471261,192.1066984991744,1132.6142777602872,173.89135789484754,1624.0198520081005,173.811013767209,1668.1036285523182,178.91037957110254,1522.5892862548908,182.8754283190122,1416.2947226384,183.16298314069056,1464.4418139845181,188.43995119950358,1433.7225797096537
H,page_2.jpg,185.8383332957848,1483.9461237726637,190.06976592245476,1553.7715559931496,194.07982066821367,1283.0963434197517,193.36772703719558,1080.4013100453012,197.2171604298556,1136.9848890193207,198.88120395611327,978.3870049442537,174.34102797745604,1569.2973477873784,177.99522347091448,1648.9901091411668,182.57111358599664,1482.5772704877338,184.41329688501907,1292.4995106823026,188.799025795057,1369.5583449274277,191.54703519962203,1201.498977322476
H,page_3.jpg,168.03540115233085,1395.4722158208353,170.85111247751132,1497.3342534480078,172.98578716039262,1323.204327611915,183.25158616292046,1133.890246795194,186.86459429300174,1198.1556763623541,188.6549338434561,1038.1114000724833,159.6560057311152,1145.9693312627,162.12128358786003,1199.4633335248475,166.22095040993392,1080.0967944526983,173.6524806404294,1279.441200251854,176.1255637302282,1346.9904788457952,179.89858882659965,1196.1699616205567
H,page_4.jpg,176.69643550947458,1688.0157579725596,180.56985002719713,1800.8096758841718,184.54893820143644,1626.329538380593,188.17000543942808,1562.1044218631412,192.52351054027952,1630.4092953945446,196.43263878867268,1421.7131755762302,169.82465948070114,1457.8575276292927,173.08895352064206,1575.6208918180832,177.3706315287013,1480.3996747751776,183.5472308870708,1331.6300722305516,187.67947115437985,1402.0211048256142,191.72886560172284,1301.6564041026147
H,page_5.jpg,185.69825992773744,1555.6649685354955,188.94971103342144,1628.9925510606554,190.6928506908434,1428.1785382621067,188.51371859422568,965.0207085583941,190.1663209661771,1204.3655033393545,190.404523936971,1129.5993074253329,180.7327435515707,2242.0907068233982,183.59082165200226,2337.589088418595,188.9766484895119,1951.1813907412156,184.12054004549864,1687.389757759269,187.42637834130676,1788.4401403879874,191.25144483289284,1509.005945563925
I,page_1.jpg,177.8184702416424,1454.5042795160962,182.76197090890778,1418.0780248440208,201.87812754421157,1053.3827848171848,167.8347699822902,1175.2241321930062,171.39863441410742,1182.2901350294956,187.13351183032154,998.4627945184784,162.21672486004212,1408.4704904459988,164.96973804587765,1455.5914060458808,182.28248197544127,1101.962289914263,152.05693997968828,1098.9187549346398,153.18747219727555,1156.2830684219944,165.86711976364538,993.0740582603937
I,page_2.jpg,168.59536359098095,1390.3660659485906,175.97345661036692,1440.6858979112342,197.06405482985272,1083.006640385046,166.23239293308526,1061.1630158351047,173.02183699913616,1093.5121984062835,191.7074639510931,910.3614997083988,151.94999117075756,1330.7787395736254,157.399547111799,1376.5976784312415,177.44285610412274,1032.764618465432,148.79540778656224,1125.3085725850979,153.20346811458342,1151.2949613837177,167.0009063306261,884.5230058733823
I,page_3.jpg,168.1988436754012,1332.2449611996524,173.04672765657986,1325.896170350399,188.44873949579832,1019.8964568220797,160.28325398662128,805.7464579803548,163.03716897543558,790.0423610973883,172.88335757816202,662.373014155086,155.8548229783717,1424.6711622327493,157.6233337925334,1443.0102619812951,170.16521008403362,1098.946021511864,150.87500550115524,670.9157687176504,150.75829849268345,660.5097039373077,155.94195180988007,566.8983797749909
I,page_4.jpg,177.33834413283387,1107.4783120500447,179.7402222334717,1121.6992792054468,192.15681887212716,833.0427866000772,167.02505912913398,622.3884543761026,166.52669402441984,645.2472153824846,171.6851954799062,578.980009863138,162.29422142350916,1457.1230191543732,161.44729675002532,1452.3050334436798,171.46113951604738,1042.5014715373845,158.3308401390798,1058.746052403247,154.89458589391123,1020.771608513929,156.51720556723538,745.6862841819274
I,page_5.jpg,178.3413689727374,1452.7505700018867,183.02950997240902,1346.152981876062,197.53924996908276,994.2838969934992,174.8985752475332,1048.1999118974934,178.09888344017912,1055.820667156737,189.6574528133221,846.5661658817735,161.11113788236096,1355.5717773791514,162.26600127080516,1297.0630637992454,174.59582425361518,969.6871304584245,163.98640589482287,624.4702921326808,163.91856732987682,624.9885883287808,172.14039366928034,563.8395128359405
J,page_1.jpg,192.20972676495748,868.6419151520322,197.8811528204096,940.1613672212995,206.79395410858953,921.0266161921273,189.98596839933577,681.954155753442,196.11134202183868,743.0726882457745,202.9948045086298,767.1169533319336,174.33145419602818,1051.9206640482814,179.02620240921482,1105.5425273112305,191.37883458316063,1008.0911579589834,177.11062290387008,874.1133683311376,184.09817236311565,935.5136290723498,194.91147956940623,859.1188074364286
J,page_2.jpg,185.76925384919068,877.230298033299,192.07697930178782,925.3092374604594,199.4734510179911,862.645753332142,186.09169251593255,742.1299377535163,192.12903502340532,794.5387659009222,199.34964074220292,776.5788939829409,170.4770334442502,940.5357869019889,177.17256105126614,1020.0674264509988,187.59126276013762,925.3261175583328,176.59581523884722,791.6964846591125,183.78587107326152,850.6713379065633,192.68729344086628,811.1730352045699
J,page_3.jpg,182.80505519855,1114.2968743186425,190.85063546987422,1185.85561630953,200.5446366782007,1047.2369634630431,188.1719272807162,1017.4628538184062,196.12878782885704,1087.9361593424169,205.50700280112045,968.2237236855527,171.83160762344153,1031.6046554866184,179.31095073323448,1104.7282033636957,190.75980886472237,1006.6979406675921,181.11821826769923,925.6021984401935,188.9876728730708,991.4565515076417,198.98727082990058,942.9324594874245
J,page_4.jpg,188.96889751916703,1004.3679078351682,191.9428459830147,1055.2342952159697,192.36781055051503,939.0995698187853,195.9006729384981,808.1519161384915,201.02438202372582,863.0606440362311,204.11863358889372,786.9643630240564,182.81518631356926,1129.761487098826,186.19965850882187,1204.2349810790492,189.47932415994285,1111.8380600161943,184.96600042407402,998.3862668864264,190.10903835637842,1059.259397478268,195.71922506054216,997.3606757394869
J,page_5.jpg,181.53458323568472,905.8088160524394,194.05672324706777,997.7719964632206,204.6753043847021,918.9558179726238,180.8651980314038,809.4570837106581,194.25368107402323,903.9714109756798,204.78032296583973,845.2120877325809,172.3051413394043,736.8510649992182,184.1435133415916,832.2422516893747,196.62781925519212,830.5761354822798,172.89582510294954,752.7442359209774,185.4783911971163,848.4633333207781,197.92590534221657,841.4619466774818
K,page_1.jpg,181.11547287756864,1097.9997412609578,188.7486257145599,1211.1677402734574,193.9652569673873,1222.7349602760655,182.49564478319877,1047.232705475861,188.8969306482789,1148.875145828782,193.13988512207493,1150.563120954081,165.77971952239298,1396.6051894808754,172.12039700056206,1533.1794919777765,179.81802952828767,1583.424473762655,171.02799566808778,1376.940691560265,177.11618024044856,1508.82085311887,183.8784734122034,1552.1753775590387
K,page_2.jpg,189.64948646125117,1204.4900503120637,189.32064322025107,1231.1330215180035,193.66070546737214,1239.1106391537319,187.22282394439256,1294.396727744811,186.86996576408342,1347.4862138280632,189.38321817615935,1317.1692056616014,179.29559082892416,1244.3930368928552,178.60194625998548,1259.8673318277997,184.19172735760972,1279.3105733312063,176.18441124597987,1414.2216725421538,175.10200850710655,1488.4635085709413,178.86567071272952,1431.675064886279
K,page_3.jpg,182.54655933802093,1567.4084607651723,187.67509646715828,1655.2751121069691,191.13416438003773,1645.1850804370506,187.36054707597324,1678.8980798927846,192.05070528211286,1796.5513541158512,195.12392385525638,1761.326359564773,174.44035540330782,1292.7093788813424,179.05334903388106,1385.2172448723945,183.73553497832253,1390.7744087313542,178.364125675748,1198.2066470905588,182.81251405020606,1294.69956185918,186.37628860461382,1254.4641233127359
K,page_4.jpg,182.63842372603636,1256.1969117636224,189.75614803024274,1379.8303889824645,195.79640223777534,1392.5971214864808,187.4002621661478,1134.9204905564884,192.96136092319935,1222.3026080493416,196.83096603543925,1214.073323541858,170.62423534086793,1643.4275016140202,176.01982445272964,1781.4069982090355,183.62191652738983,1846.1377555443232,181.31677516625567,1662.1923756454912,186.1617232150162,1786.6877222511328,191.5397669498954,1813.1572765974333
K,page_5.jpg,180.26100121758918,1898.209163340165,186.9438391983872,2091.14228200101,192.71136350026947,2120.5019102329247,178.08815744825247,1694.6787489533533,183.26181760114972,1859.2097644841062,188.27866025269967,1854.1701378405987,175.98439489810175,1661.4050060865752,182.22825605301503,1822.5181341090913,190.1278428711152,1895.2978980015387,173.66832671310806,1489.7752699820028,178.75282740174455,1618.6499717958152,185.41602227589374,1630.3911782454568
L,page_1.jpg,182.60015369568254,781.5669538077914,185.62579891814207,789.1371786841713,195.201325375756,698.0219922951566,174.07168733759505,841.5325408663258,176.52580146343797,915.2569025543437,184.03513327169253,939.5830906862989,160.38318928521528,839.319542546079,159.10737739276232,879.9235725925794,165.2274576338849,803.1864434275899,158.02842983309156,898.2230096756908,156.03565336606673,975.2241269786986,159.8587535270768,930.5251282650494
L,page_2.jpg,182.66092922406446,866.295997449398,186.85400373243007,895.447156843127,194.90251237850725,800.9511416798853,169.6102967149417,702.1484841509175,171.7696926880961,742.926061849542,176.5522848084362,701.8849708072541,161.16878689937514,1029.4390266042326,163.62018745959924,1074.9885090792739,170.4959254471019,931.7427694355106,152.647478919291,711.582332742414,152.57251979005335,738.8899611519488,154.49826621923938,646.8096209829906
L,page_3.jpg,180.58432733567284,959.6453105865326,184.64077607350106,969.6130687916011,195.97786850390656,870.1442680067968,178.2552050730168,818.2333667305854,181.57590874400816,846.8540160252866,191.10880274745534,798.5734475551556,163.4078767079158,827.0250305425085,162.55165089578333,853.1452115989149,169.04541413065422,796.6563114447929,163.32141540255708,720.2946444101087,162.06671411543772,743.9320550535676,167.89372475711087,692.188607816847
L,page_4.jpg,174.77621202327086,1108.9842326669616,182.26218756733462,1148.1292995886065,201.40569650937297,967.6904281186238,165.04463747037278,962.4615956237975,170.6214070243482,1026.9592637819717,187.09501454427925,961.6940938696442,167.27816855962828,1065.7302554050757,171.35156384443297,1120.8969995764176,187.97363029168818,992.9467453758781,157.58136777232835,943.7841747597272,160.98588345379451,996.4154832648545,173.72034449750473,886.5888224634933
L,page_5.jpg,175.3825164003644,976.8489118901252,180.63797313543353,1026.5589249432405,194.41050205706537,906.4049912289009,170.5594114911217,851.5179019309523,174.56493239539557,921.1353906142526,186.2374860887331,869.0309527321245,155.97529857606983,825.5065469295635,156.40897953750348,917.0764470249316,161.6459039647907,1080.4889547210128,153.5924663222763,854.1456158845983,154.12505398402072,886.9642026219548,160.89432005049582,788.0912768091501
M,page_1.jpg,173.58008019351044,1117.2833047419836,179.9829784915775,885.0587854278753,196.5080956220445,775.4382541017764,179.3338447122404,982.9054929455299,186.77254679770752,808.4145597955012,202.4225108413781,725.2195146179009,175.47750441282224,786.6473888689088,181.25383643138878,698.3590694305009,197.5616727320273,655.6700584018193,166.02004401926388,1124.729720924646,172.9500664647301,929.9748912004462,188.9192638758744,828.5857260069674
